"gsis_id","bucket","targets","receptions","catch_rate","yards_per_target","air_yards","yac","epa_per_target","success_rate","explosive_rate","n_opp","targets_eligible","targets_charted_route","route_coverage_rate","targeted_route_share","evidence_class","availability","source","family","metric_note","window"
"00-0022127","CROSS",13,10,0.769230769230769,3,3.53846153846154,1.7,0.0194389791957711,0.615384615384615,0,10,102,100,0.980392156862745,0.13,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022127","FLAT",20,19,0.95,7.05,3.1,4.63157894736842,0.589597857414378,0.65,0.05,11,102,100,0.980392156862745,0.2,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022127","GO",5,1,0.2,4,20,2,0.0562642143340781,0.2,0.2,4,102,100,0.980392156862745,0.05,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022127","HITCH",22,17,0.772727272727273,6.04545454545454,6.45454545454545,1.35294117647059,0.0992528662713632,0.681818181818182,0.0454545454545455,10,102,100,0.980392156862745,0.22,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022127","IN",8,6,0.75,9.75,9.5,2.33333333333333,-0.00116510068714759,0.625,0.25,6,102,100,0.980392156862745,0.08,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022127","OUT",24,17,0.708333333333333,6.29166666666667,7.25,1.05882352941176,0.260984758834554,0.541666666666667,0.0416666666666667,11,102,100,0.980392156862745,0.24,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022127","POST",1,0,0,0,10,,-1.29754964087225,0,0,1,102,100,0.980392156862745,0.01,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022127","SCREEN",3,3,1,4.33333333333333,-1,5.33333333333333,-0.203386138833594,0.333333333333333,0,3,102,100,0.980392156862745,0.03,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022127","SLANT",3,3,1,7.66666666666667,6.33333333333333,1.33333333333333,1.16717475093901,1,0,3,102,100,0.980392156862745,0.03,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022921","CORNER",11,5,0.454545454545455,8.18181818181818,19.7272727272727,0.6,-0.0716321967155305,0.454545454545455,0.181818181818182,9,294,293,0.996598639455782,0.037542662116041,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022921","CROSS",36,25,0.694444444444444,7.97222222222222,7.55555555555556,5,-0.381028777471026,0.388888888888889,0.138888888888889,17,294,293,0.996598639455782,0.122866894197952,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022921","FLAT",9,9,1,5.44444444444444,0.777777777777778,4.66666666666667,0.242836713098869,0.555555555555556,0,3,294,293,0.996598639455782,0.0307167235494881,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022921","GO",37,9,0.243243243243243,5.62162162162162,17.7567567567568,1.88888888888889,-0.675514819830701,0.243243243243243,0.189189189189189,17,294,293,0.996598639455782,0.126279863481229,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022921","HITCH",68,50,0.735294117647059,6.55882352941176,6.88235294117647,2.32,0.204129699411477,0.602941176470588,0.0735294117647059,19,294,293,0.996598639455782,0.232081911262799,"STRONG","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022921","IN",16,10,0.625,7.25,9.4375,3.9,-0.0477795293008967,0.5625,0.125,12,294,293,0.996598639455782,0.0546075085324232,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022921","OUT",42,29,0.69047619047619,5.52380952380952,5.57142857142857,2.82758620689655,0.211304302406777,0.547619047619048,0.0476190476190476,19,294,293,0.996598639455782,0.143344709897611,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022921","POST",13,8,0.615384615384615,14.3076923076923,19.2307692307692,1.875,0.986187146757192,0.615384615384615,0.538461538461538,11,294,293,0.996598639455782,0.0443686006825939,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022921","SCREEN",38,35,0.921052631578947,4.36842105263158,-1.68421052631579,6.4,-0.131837533155033,0.368421052631579,0,16,294,293,0.996598639455782,0.129692832764505,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022921","SLANT",23,18,0.782608695652174,7.26086956521739,5.43478260869565,3.88888888888889,0.475604436549732,0.652173913043478,0.130434782608696,13,294,293,0.996598639455782,0.0784982935153584,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022943","CORNER",1,1,1,23,23,0,2.16492542426568,1,1,1,70,68,0.971428571428571,0.0147058823529412,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022943","CROSS",16,11,0.6875,8.0625,10.9375,2.45454545454545,0.192054504981374,0.5625,0.25,10,70,68,0.971428571428571,0.235294117647059,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022943","FLAT",8,8,1,6.375,1.5,4.875,0.422903153474181,0.75,0.125,5,70,68,0.971428571428571,0.117647058823529,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022943","GO",13,5,0.384615384615385,9,21.9230769230769,2.2,0.26329056198658,0.384615384615385,0.307692307692308,9,70,68,0.971428571428571,0.191176470588235,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022943","HITCH",17,17,1,8,5.70588235294118,2.29411764705882,0.681810946895412,0.764705882352941,0.0588235294117647,9,70,68,0.971428571428571,0.25,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022943","IN",2,1,0.5,3.5,7.5,2,-0.22020115313353,0.5,0,2,70,68,0.971428571428571,0.0294117647058824,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022943","OUT",4,2,0.5,6.25,8.5,1.5,0.733154971151247,0.5,0,3,70,68,0.971428571428571,0.0588235294117647,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022943","POST",2,1,0.5,10.5,12.5,2,0.13840646285098,0.5,0.5,2,70,68,0.971428571428571,0.0294117647058824,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022943","SCREEN",2,2,1,7.5,-0.5,8,0.311382929328829,0.5,0,2,70,68,0.971428571428571,0.0294117647058824,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0022943","SLANT",3,2,0.666666666666667,10.6666666666667,3.33333333333333,11.5,1.19642310529404,0.666666666666667,0.333333333333333,3,70,68,0.971428571428571,0.0441176470588235,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0023500","ANGLE",14,13,0.928571428571429,7,3.21428571428571,4.38461538461539,0.463923509831407,0.5,0.0714285714285714,10,51,51,1,0.274509803921569,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0023500","FLAT",22,18,0.818181818181818,5.45454545454546,-0.0454545454545453,7,0.0347212843771558,0.545454545454545,0.0454545454545455,9,51,51,1,0.431372549019608,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0023500","IN",1,0,0,0,5,,-0.511862993706018,0,0,1,51,51,1,0.0196078431372549,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0023500","OUT",8,5,0.625,6.625,3,6.6,0.179503546532942,0.625,0.125,6,51,51,1,0.156862745098039,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0023500","SCREEN",5,5,1,8.4,-3.6,12,0.369308510818519,0.6,0.2,5,51,51,1,0.0980392156862745,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0023500","WHEEL",1,0,0,0,14,,-1.61919056046081,0,0,1,51,51,1,0.0196078431372549,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0023564","ANGLE",4,2,0.5,2.25,2.25,2,0.229298071099038,0.25,0,3,33,33,1,0.121212121212121,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0023564","CROSS",2,1,0.5,2,0,8,-0.430309884017333,0,0,2,33,33,1,0.0606060606060606,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0023564","FLAT",20,14,0.7,5.1,-0.65,7.28571428571429,0.18880844617199,0.3,0.05,6,33,33,1,0.606060606060606,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0023564","HITCH",2,1,0.5,4,6,2,-0.46910796087468,0.5,0,2,33,33,1,0.0606060606060606,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0023564","OUT",2,0,0,0,5,,-1.09826619445812,0,0,2,33,33,1,0.0606060606060606,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0023564","SCREEN",1,1,1,5,-1,6,-0.43232520588208,0,0,1,33,33,1,0.0303030303030303,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0023564","WHEEL",2,2,1,28,13,15,3.42412687838078,1,1,2,33,33,1,0.0606060606060606,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024221","CORNER",1,0,0,0,24,,-1.5126839253353,0,0,1,56,55,0.982142857142857,0.0181818181818182,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024221","CROSS",7,7,1,19.4285714285714,9.85714285714286,9.57142857142857,1.57541692957914,1,0.571428571428571,6,56,55,0.982142857142857,0.127272727272727,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024221","FLAT",9,7,0.777777777777778,12.2222222222222,4.11111111111111,13.4285714285714,0.711129348117134,0.444444444444444,0.222222222222222,4,56,55,0.982142857142857,0.163636363636364,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024221","GO",10,3,0.3,9.2,21.3,9,-0.994757360813673,0.3,0.3,7,56,55,0.982142857142857,0.181818181818182,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024221","HITCH",15,11,0.733333333333333,5.73333333333333,6.66666666666667,1.90909090909091,-0.0615051396074704,0.533333333333333,0,9,56,55,0.982142857142857,0.272727272727273,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024221","IN",2,1,0.5,2.5,2.5,0,0.1024996486085,0.5,0,2,56,55,0.982142857142857,0.0363636363636364,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024221","OUT",2,1,0.5,7.5,3.5,11,-0.0319136058054634,0.5,0,2,56,55,0.982142857142857,0.0363636363636364,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024221","POST",2,0,0,0,30.5,,-0.516625020769425,0,0,2,56,55,0.982142857142857,0.0363636363636364,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024221","SCREEN",1,1,1,-4,-5,1,-1.24826252777314,0,0,1,56,55,0.982142857142857,0.0181818181818182,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024221","SLANT",6,4,0.666666666666667,8.33333333333333,6,6.75,1.01611769888162,0.666666666666667,0.166666666666667,3,56,55,0.982142857142857,0.109090909090909,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024243","CORNER",1,1,1,25,25,0,1.49256350891665,1,1,1,82,81,0.98780487804878,0.0123456790123457,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024243","CROSS",17,14,0.823529411764706,12.6470588235294,5.47058823529412,9.78571428571429,0.861486874522491,0.823529411764706,0.294117647058824,11,82,81,0.98780487804878,0.209876543209877,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024243","FLAT",25,23,0.92,6.6,1.72,5.30434782608696,0.407981121405028,0.6,0.12,13,82,81,0.98780487804878,0.308641975308642,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024243","GO",6,1,0.166666666666667,5.16666666666667,19.5,2,-0.143832469611273,0.166666666666667,0.166666666666667,6,82,81,0.98780487804878,0.0740740740740741,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024243","HITCH",10,7,0.7,9.3,8.7,3.14285714285714,0.386495657789055,0.7,0.2,7,82,81,0.98780487804878,0.123456790123457,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024243","HITCH/CURL",2,1,0.5,0.5,5,0,0.377825652947649,0.5,0,2,82,81,0.98780487804878,0.0246913580246914,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024243","IN",1,0,0,0,16,,-0.694695604033768,0,0,1,82,81,0.98780487804878,0.0123456790123457,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024243","OUT",3,2,0.666666666666667,2,2.33333333333333,0,0.684882332221605,0.333333333333333,0,3,82,81,0.98780487804878,0.037037037037037,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024243","QUICK OUT",1,1,1,2,1,1,0.0646047429181635,1,0,1,82,81,0.98780487804878,0.0123456790123457,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024243","SCREEN",14,11,0.785714285714286,4.21428571428571,-0.571428571428572,5.72727272727273,-0.212888224191764,0.285714285714286,0.0714285714285714,10,82,81,0.98780487804878,0.17283950617284,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024243","SHALLOW CROSS/DRAG",1,1,1,16,5,11,1.43722377973609,1,1,1,82,81,0.98780487804878,0.0123456790123457,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024389","CROSS",4,3,0.75,5.75,7,2,0.472518934431719,0.5,0,2,38,38,1,0.105263157894737,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024389","FLAT",4,3,0.75,5.25,1.5,5.66666666666667,0.160559197349357,0.5,0,4,38,38,1,0.105263157894737,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024389","GO",2,1,0.5,8.5,21.5,4,-0.0764588519814424,0.5,0.5,2,38,38,1,0.0526315789473684,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024389","HITCH",7,4,0.571428571428571,5,7,0.5,-1.08202521874691,0.428571428571429,0,5,38,38,1,0.184210526315789,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024389","IN",5,3,0.6,8.8,9.6,5.33333333333333,0.163781215553172,0.6,0.2,3,38,38,1,0.131578947368421,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024389","OUT",8,6,0.75,6,5.625,2,0.196903797965206,0.625,0,5,38,38,1,0.210526315789474,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024389","POST",4,3,0.75,15.75,10.5,7,0.858556861450779,0.75,0.75,3,38,38,1,0.105263157894737,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024389","SCREEN",1,0,0,0,0,,-0.882659378228709,0,0,1,38,38,1,0.0263157894736842,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0024389","SLANT",3,2,0.666666666666667,5.33333333333333,6.33333333333333,4,-0.141174886453276,0.333333333333333,0,3,38,38,1,0.0789473684210526,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0025394","ANGLE",11,8,0.727272727272727,6.09090909090909,1.54545454545455,5.75,0.162832654546946,0.545454545454545,0.0909090909090909,10,71,71,1,0.154929577464789,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0025394","FLAT",35,25,0.714285714285714,6.4,-1.14285714285714,9.88,-0.100338848271973,0.428571428571429,0.114285714285714,17,71,71,1,0.492957746478873,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0025394","OUT",11,8,0.727272727272727,6.45454545454546,1.63636363636364,7.25,0.0712062299717218,0.363636363636364,0.181818181818182,7,71,71,1,0.154929577464789,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0025394","SCREEN",13,11,0.846153846153846,6.07692307692308,-4.23076923076923,11.2727272727273,0.0834299705070282,0.384615384615385,0.153846153846154,10,71,71,1,0.183098591549296,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0025394","WHEEL",1,1,1,18,9,9,1.80597408441827,1,1,1,71,71,1,0.0140845070422535,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0025396","CORNER",2,1,0.5,14.5,30.5,6,1.82427468406968,0.5,0.5,2,93,92,0.989247311827957,0.0217391304347826,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0025396","CROSS",9,4,0.444444444444444,3.55555555555556,9.22222222222222,2.75,-0.718250410245377,0.222222222222222,0.111111111111111,8,93,92,0.989247311827957,0.0978260869565217,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0025396","GO",16,2,0.125,3.3125,27.625,7.5,-0.367149364737998,0.125,0.125,9,93,92,0.989247311827957,0.173913043478261,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
