"team","field_third","carries_allowed","yards_per_carry_allowed","epa_per_rush_allowed","success_rate_allowed","explosive_rate_allowed","stuff_rate_generated","carries_faced","carries_charted","carry_share_allowed","evidence_class","output_class","window"
"CIN","MIDDLE",1040,3.9125,-0.0392894252317982,0.444230769230769,0.0509615384615385,0.147115384615385,5620,5575,0.186547085201794,"STRONG","OBSERVED","career"
"CIN","RIGHT",2228,4.43985637342908,-0.0238480883224904,0.412926391382405,0.085278276481149,0.183123877917415,5620,5575,0.399641255605381,"STRONG","OBSERVED","career"
"CLE","LEFT",2293,4.79938944614043,0.0224769137712488,0.421718273004797,0.103794156127344,0.203227213257741,5943,5875,0.390297872340426,"STRONG","OBSERVED","career"
"CLE","MIDDLE",997,3.72216649949849,-0.0925740059913279,0.402206619859579,0.0561685055165497,0.170511534603811,5943,5875,0.169702127659574,"STRONG","OBSERVED","career"
"CLE","RIGHT",2585,4.37562862669246,-0.0553312885270137,0.387234042553191,0.0820116054158607,0.185299806576402,5943,5875,0.44,"STRONG","OBSERVED","career"
"DAL","LEFT",2145,4.43916083916084,-0.0483597719178047,0.407925407925408,0.0988344988344988,0.196270396270396,5581,5540,0.387184115523466,"STRONG","OBSERVED","career"
"DAL","MIDDLE",1426,3.77629733520337,-0.0629271397767659,0.417251051893408,0.0568022440392707,0.17601683029453,5581,5540,0.257400722021661,"STRONG","OBSERVED","career"
"DAL","RIGHT",1969,4.83595733875064,0.00822900364122401,0.422549517521584,0.0980192991366176,0.17877094972067,5581,5540,0.355415162454874,"STRONG","OBSERVED","career"
"DEN","LEFT",1923,4.51378055122204,-0.0354394426341733,0.381175247009881,0.078523140925637,0.177847113884555,5446,5387,0.356970484499722,"STRONG","OBSERVED","career"
"DEN","MIDDLE",1773,3.58996051889452,-0.100331019035739,0.379018612521151,0.038917089678511,0.177100958826847,5446,5387,0.32912567291628,"STRONG","OBSERVED","career"
"DEN","RIGHT",1691,3.95209934949733,-0.136629275017505,0.353045535186281,0.0609107037256061,0.19337670017741,5446,5387,0.313903842583999,"STRONG","OBSERVED","career"
"DET","LEFT",2037,4.47275405007364,-0.0657622710291236,0.395189003436426,0.0800196367206676,0.19047619047619,5410,5353,0.380534279843079,"STRONG","OBSERVED","career"
"DET","MIDDLE",1592,3.82160804020101,-0.0762812375382483,0.393844221105529,0.0464824120603015,0.168969849246231,5410,5353,0.297403325238184,"STRONG","OBSERVED","career"
"DET","RIGHT",1724,4.54350348027842,-0.0406981342451537,0.395591647331787,0.0794663573085847,0.18677494199536,5410,5353,0.322062394918737,"STRONG","OBSERVED","career"
"GB","LEFT",2044,4.53864970645792,0.019419329776832,0.428571428571429,0.0812133072407045,0.175636007827789,5568,5502,0.371501272264631,"STRONG","OBSERVED","career"
"GB","MIDDLE",1361,3.88684790595151,-0.0828579245660549,0.401175606171932,0.0595150624540779,0.167523879500367,5568,5502,0.247364594692839,"STRONG","OBSERVED","career"
"GB","RIGHT",2097,4.45827372436815,-0.0266861761226838,0.416309012875536,0.0848831664282308,0.176442536957558,5568,5502,0.38113413304253,"STRONG","OBSERVED","career"
"HOU","LEFT",2021,4.49678377041069,-0.0526038763362076,0.385452746165265,0.0900544285007422,0.207323107372588,5652,5589,0.361603149042763,"STRONG","OBSERVED","career"
"HOU","MIDDLE",1666,3.6422569027611,-0.148329896920296,0.357142857142857,0.06062424969988,0.202881152460984,5652,5589,0.298085525138665,"STRONG","OBSERVED","career"
"HOU","RIGHT",1902,4.60935856992639,-0.0362205418660087,0.40378548895899,0.0920084121976866,0.188748685594111,5652,5589,0.340311325818572,"STRONG","OBSERVED","career"
"IND","LEFT",1903,4.2569626904887,-0.0711547956146905,0.390436153441934,0.0809248554913295,0.210719915922228,5749,5695,0.334152765583845,"STRONG","OBSERVED","career"
"IND","MIDDLE",1834,4.04416575790621,-0.0666413344808849,0.400763358778626,0.0627044711014177,0.166848418756816,5749,5695,0.322036874451273,"STRONG","OBSERVED","career"
"IND","RIGHT",1958,4.34014300306435,-0.0641832663933973,0.385086823289071,0.0806945863125638,0.197139938712972,5749,5695,0.343810359964881,"STRONG","OBSERVED","career"
"JAX","LEFT",1804,4.41130820399113,-0.0452040110216964,0.402439024390244,0.0914634146341463,0.207871396895787,5899,5850,0.308376068376068,"STRONG","OBSERVED","career"
"JAX","MIDDLE",2336,3.89041095890411,-0.0323767481194471,0.39083904109589,0.0500856164383562,0.17208904109589,5899,5850,0.399316239316239,"STRONG","OBSERVED","career"
"JAX","RIGHT",1710,4.53099415204678,-0.039559113885576,0.378362573099415,0.0906432748538012,0.20233918128655,5899,5850,0.292307692307692,"STRONG","OBSERVED","career"
"KC","LEFT",1748,4.52745995423341,-0.0371219215040142,0.41533180778032,0.0898169336384439,0.176773455377574,5463,5404,0.323464100666173,"STRONG","OBSERVED","career"
"KC","MIDDLE",1893,4.29529846804014,-0.0204259766071256,0.436872688853671,0.0623349181193872,0.156365557316429,5463,5404,0.350296076980015,"STRONG","OBSERVED","career"
"KC","RIGHT",1763,4.44753261486104,-0.04978984121301,0.404991491775383,0.0760068065796937,0.171298922291548,5463,5404,0.326239822353812,"STRONG","OBSERVED","career"
"LAC","LEFT",1809,4.62078496406854,-0.0356763914398835,0.41404090657822,0.0867882808181316,0.204532891100055,5493,5415,0.334072022160665,"STRONG","OBSERVED","career"
"LAC","MIDDLE",1755,3.93732193732194,-0.0507679137233687,0.434757834757834,0.056980056980057,0.168660968660969,5493,5415,0.32409972299169,"STRONG","OBSERVED","career"
"LAC","RIGHT",1851,4.80388978930308,-0.0298702502956164,0.413290113452188,0.0940032414910859,0.184764991896272,5493,5415,0.341828254847645,"STRONG","OBSERVED","career"
"LAR","LEFT",1885,4.35384615384616,-0.0654098112594174,0.388859416445624,0.0944297082228117,0.206366047745358,5545,5484,0.343727206418672,"STRONG","OBSERVED","career"
"LAR","MIDDLE",1777,3.80528981429375,-0.0757582243619958,0.366347777152504,0.0472706809229038,0.171074845244795,5545,5484,0.324033552151714,"STRONG","OBSERVED","career"
"LAR","RIGHT",1822,4.36992316136114,-0.077237342657462,0.377058177826564,0.0878155872667399,0.194840834248079,5545,5484,0.332239241429613,"STRONG","OBSERVED","career"
"LV","LEFT",2188,4.3345521023766,-0.0606929550309375,0.396709323583181,0.0772394881170018,0.195612431444241,5759,5703,0.38365772400491,"STRONG","OBSERVED","career"
"LV","MIDDLE",1767,3.98528579513299,-0.0470072539786743,0.406904357668364,0.0594227504244482,0.172608941709111,5759,5703,0.309836927932667,"STRONG","OBSERVED","career"
"LV","RIGHT",1748,4.46853546910755,-0.0187463936956902,0.40675057208238,0.0840961098398169,0.200800915331808,5759,5703,0.306505348062423,"STRONG","OBSERVED","career"
"MIA","LEFT",2125,4.35011764705882,-0.0464930694977334,0.408470588235294,0.0823529411764706,0.204235294117647,5763,5698,0.372937872937873,"STRONG","OBSERVED","career"
"MIA","MIDDLE",1528,3.81871727748691,-0.0491432420049883,0.395942408376963,0.0589005235602094,0.176047120418848,5763,5698,0.268164268164268,"STRONG","OBSERVED","career"
"MIA","RIGHT",2045,4.76136919315403,-0.00686767267892688,0.402444987775061,0.0909535452322738,0.175550122249389,5763,5698,0.358897858897859,"STRONG","OBSERVED","career"
"MIN","LEFT",2187,4.2748056698674,-0.0776796582036691,0.400548696844993,0.0644718792866941,0.171010516689529,5638,5587,0.391444424557007,"STRONG","OBSERVED","career"
"MIN","MIDDLE",1359,3.62325239146431,-0.0778360261629912,0.409124356144223,0.0367917586460633,0.170713760117734,5638,5587,0.243243243243243,"STRONG","OBSERVED","career"
"MIN","RIGHT",2041,4.38363547280745,-0.0724251286199505,0.404703576678099,0.0725134737873591,0.174424301812837,5638,5587,0.365312332199749,"STRONG","OBSERVED","career"
"NE","LEFT",2016,4.47668650793651,-0.0482342005776147,0.406746031746032,0.0887896825396825,0.172619047619048,5463,5401,0.37326421033142,"STRONG","OBSERVED","career"
"NE","MIDDLE",1533,3.71885192433138,-0.0905703130599754,0.409654272667971,0.0391389432485323,0.137638617090672,5463,5401,0.283836326606184,"STRONG","OBSERVED","career"
"NE","RIGHT",1852,4.28617710583153,-0.0720774962583784,0.394708423326134,0.0750539956803456,0.162526997840173,5463,5401,0.342899463062396,"STRONG","OBSERVED","career"
"NO","LEFT",2438,4.37817883511074,-0.0470536398721283,0.401558654634947,0.0832649712879409,0.192780968006563,5449,5403,0.451230797704979,"STRONG","OBSERVED","career"
"NO","MIDDLE",772,3.67227979274611,-0.108736651994308,0.378238341968912,0.0595854922279793,0.167098445595855,5449,5403,0.142883583194522,"STRONG","OBSERVED","career"
"NO","RIGHT",2193,4.5531235750114,-0.0653736489299849,0.383948928408573,0.079343365253078,0.17875056999544,5449,5403,0.4058856191005,"STRONG","OBSERVED","career"
"NYG","LEFT",2229,4.68685509196949,-0.00572069707250733,0.411395244504262,0.0995962314939435,0.183041722745626,5847,5795,0.384641932700604,"STRONG","OBSERVED","career"
"NYG","MIDDLE",1208,3.91721854304636,-0.0677369189970966,0.402317880794702,0.0653973509933775,0.173013245033113,5847,5795,0.208455565142364,"STRONG","OBSERVED","career"
"NYG","RIGHT",2358,4.61111111111112,-0.011508121393558,0.400339270568278,0.0920271416454623,0.184054283290925,5847,5795,0.406902502157032,"STRONG","OBSERVED","career"
"NYJ","LEFT",2144,4.18516791044776,-0.0636647763535665,0.379664179104477,0.0881529850746269,0.229011194029851,5900,5827,0.367942337394886,"STRONG","OBSERVED","career"
"NYJ","MIDDLE",1586,3.6828499369483,-0.0961316298393011,0.368852459016393,0.0491803278688525,0.201134930643127,5900,5827,0.272181225330359,"STRONG","OBSERVED","career"
"NYJ","RIGHT",2097,4.17501192179304,-0.0794969328503945,0.367668097281831,0.078206962327134,0.212207916070577,5900,5827,0.359876437274755,"STRONG","OBSERVED","career"
"PHI","LEFT",2031,4.16592811422944,-0.0888970411352104,0.387493845396356,0.0792712949286066,0.2136878385032,5431,5368,0.378353204172876,"STRONG","OBSERVED","career"
"PHI","MIDDLE",1462,4.02325581395349,-0.0185527396668523,0.428180574555403,0.0663474692202462,0.190834473324213,5431,5368,0.272354694485842,"STRONG","OBSERVED","career"
"PHI","RIGHT",1875,4.24853333333333,-0.0880968737071307,0.374933333333334,0.0768,0.192,5431,5368,0.349292101341282,"STRONG","OBSERVED","career"
"PIT","LEFT",1900,4.48684210526316,-0.0469721421325535,0.388947368421052,0.0952631578947368,0.187894736842105,5389,5333,0.356272267016689,"STRONG","OBSERVED","career"
"PIT","MIDDLE",1411,3.49397590361446,-0.0650750082421453,0.381998582565556,0.0425230333097094,0.189936215450035,5389,5333,0.264579036189762,"STRONG","OBSERVED","career"
"PIT","RIGHT",2022,4.50296735905045,-0.0457149537200975,0.384767556874382,0.0786350148367952,0.184965380811078,5389,5333,0.37914869679355,"STRONG","OBSERVED","career"
"SEA","LEFT",1971,4.40690005073567,-0.042861031358251,0.403855910705226,0.0796549974632166,0.187721968543886,5476,5411,0.364257992977269,"STRONG","OBSERVED","career"
"SEA","MIDDLE",1558,3.7400513478819,-0.110924498820527,0.401797175866496,0.05198973042362,0.185494223363286,5476,5411,0.287931990389946,"STRONG","OBSERVED","career"
"SEA","RIGHT",1882,4.09139213602551,-0.112863625489775,0.367162592986185,0.0648246546227418,0.199256110520723,5476,5411,0.347810016632785,"STRONG","OBSERVED","career"
"SF","LEFT",1904,4.43539915966387,-0.0275926017635189,0.413865546218487,0.0824579831932773,0.176995798319328,5576,5516,0.345177664974619,"STRONG","OBSERVED","career"
"SF","MIDDLE",1777,3.62183455261677,-0.103337913356766,0.388294879009566,0.0377039954980304,0.166572875633089,5576,5516,0.322153734590283,"STRONG","OBSERVED","career"
"SF","RIGHT",1835,4.27574931880108,-0.0635729051138251,0.397275204359673,0.0692098092643052,0.191825613079019,5576,5516,0.332668600435098,"STRONG","OBSERVED","career"
"TB","LEFT",1972,4.07860040567952,-0.109868685855821,0.376774847870182,0.0841784989858012,0.237322515212982,5280,5221,0.377705420417545,"STRONG","OBSERVED","career"
"TB","MIDDLE",1403,3.41553813257306,-0.136282785764197,0.37776193870278,0.0498930862437634,0.233071988595866,5280,5221,0.268722466960352,"STRONG","OBSERVED","career"
"TB","RIGHT",1846,4.38840736728061,-0.0436093447590585,0.38353196099675,0.0942578548212351,0.217226435536295,5280,5221,0.353572112622103,"STRONG","OBSERVED","career"
"TEN","LEFT",1930,4.45906735751295,-0.0143975955444687,0.411917098445596,0.0766839378238342,0.183937823834197,5553,5500,0.350909090909091,"STRONG","OBSERVED","career"
"TEN","MIDDLE",1702,3.70799059929494,-0.0893060147658192,0.378378378378378,0.0511163337250294,0.185076380728555,5553,5500,0.309454545454545,"STRONG","OBSERVED","career"
"TEN","RIGHT",1868,4.01124197002141,-0.063569577727808,0.382226980728051,0.0685224839400428,0.199143468950749,5553,5500,0.339636363636364,"STRONG","OBSERVED","career"
"WAS","LEFT",2183,4.63490609253321,-0.0212155071577446,0.415941365093908,0.0842876775080165,0.174988547869904,5685,5615,0.388780053428317,"STRONG","OBSERVED","career"
"WAS","MIDDLE",1227,3.85248573757131,-0.0532825089324853,0.424612876935615,0.0546047269763651,0.17440912795436,5685,5615,0.218521816562778,"STRONG","OBSERVED","career"
"WAS","RIGHT",2205,4.64263038548753,-0.0290595372143623,0.407709750566894,0.0834467120181406,0.173696145124717,5685,5615,0.392698130008905,"STRONG","OBSERVED","career"
"ARI","LEFT",438,4.51141552511416,-0.0610074874424018,0.415525114155251,0.0844748858447489,0.17351598173516,1322,1309,0.334606569900688,"STRONG","OBSERVED","recent"
"ARI","MIDDLE",458,4.18558951965066,0.033382571105786,0.493449781659389,0.0655021834061135,0.157205240174672,1322,1309,0.349885408708938,"STRONG","OBSERVED","recent"
"ARI","RIGHT",413,5.28813559322034,0.0477408131770889,0.426150121065375,0.11864406779661,0.171912832929782,1322,1309,0.315508021390374,"STRONG","OBSERVED","recent"
"ATL","LEFT",523,4.18355640535373,-0.0640538152059634,0.426386233269599,0.0688336520076482,0.179732313575526,1265,1252,0.417731629392971,"STRONG","OBSERVED","recent"
"ATL","MIDDLE",242,4.50413223140496,-0.010401533091776,0.475206611570248,0.0826446280991736,0.148760330578512,1265,1252,0.193290734824281,"STRONG","OBSERVED","recent"
"ATL","RIGHT",487,4.01026694045175,-0.0949573409998425,0.381930184804928,0.0636550308008214,0.197125256673511,1265,1252,0.388977635782748,"STRONG","OBSERVED","recent"
"BAL","LEFT",445,4.16179775280899,-0.100481712945145,0.375280898876404,0.0741573033707865,0.164044943820225,1095,1084,0.410516605166052,"STRONG","OBSERVED","recent"
"BAL","MIDDLE",226,3.20796460176991,-0.0462637340233991,0.424778761061947,0.0486725663716814,0.221238938053097,1095,1084,0.208487084870849,"STRONG","OBSERVED","recent"
"BAL","RIGHT",413,4.30750605326876,-0.100859524622065,0.380145278450363,0.0726392251815981,0.196125907990315,1095,1084,0.3809963099631,"STRONG","OBSERVED","recent"
"BUF","LEFT",422,5.22748815165877,0.0701445075698846,0.454976303317536,0.132701421800948,0.206161137440758,1180,1164,0.36254295532646,"STRONG","OBSERVED","recent"
"BUF","MIDDLE",299,3.94314381270903,-0.0933081394456592,0.381270903010033,0.0668896321070234,0.204013377926421,1180,1164,0.256872852233677,"STRONG","OBSERVED","recent"
"BUF","RIGHT",443,4.61399548532731,-0.062934905443475,0.36117381489842,0.0767494356659142,0.232505643340858,1180,1164,0.380584192439863,"STRONG","OBSERVED","recent"
"CAR","LEFT",564,4.36347517730497,0.0187969104795736,0.404255319148936,0.0638297872340425,0.157801418439716,1435,1422,0.39662447257384,"STRONG","OBSERVED","recent"
"CAR","MIDDLE",344,4.59593023255814,0.124020516344884,0.508720930232558,0.0755813953488372,0.116279069767442,1435,1422,0.241912798874824,"STRONG","OBSERVED","recent"
"CAR","RIGHT",514,5.2568093385214,0.0902703819748698,0.474708171206226,0.0992217898832685,0.126459143968872,1435,1422,0.361462728551336,"STRONG","OBSERVED","recent"
"CHI","LEFT",486,4.5843621399177,-0.0715699620493238,0.425925925925926,0.0802469135802469,0.191358024691358,1226,1215,0.4,"STRONG","OBSERVED","recent"
"CHI","MIDDLE",211,3.99052132701422,-0.110351703233273,0.417061611374408,0.0710900473933649,0.137440758293839,1226,1215,0.173662551440329,"STRONG","OBSERVED","recent"
"CHI","RIGHT",518,4.69305019305019,0.0267742543475194,0.403474903474904,0.104247104247104,0.152509652509653,1226,1215,0.426337448559671,"STRONG","OBSERVED","recent"
"CIN","LEFT",522,5.05555555555555,0.0410813457559112,0.436781609195402,0.103448275862069,0.151340996168582,1251,1241,0.420628525382756,"STRONG","OBSERVED","recent"
"CIN","MIDDLE",226,3.63274336283186,0.00287799483254407,0.504424778761062,0.0353982300884956,0.128318584070796,1251,1241,0.182111200644641,"STRONG","OBSERVED","recent"
"CIN","RIGHT",493,4.9026369168357,0.0270735235261639,0.421906693711967,0.0912778904665314,0.139959432048682,1251,1241,0.397260273972603,"STRONG","OBSERVED","recent"
"CLE","LEFT",408,4.73529411764706,-0.0114796242229663,0.397058823529412,0.107843137254902,0.274509803921569,1238,1229,0.331977217249797,"STRONG","OBSERVED","recent"
"CLE","MIDDLE",264,3.41666666666667,-0.152176077532858,0.340909090909091,0.0568181818181818,0.204545454545455,1238,1229,0.214808787632221,"STRONG","OBSERVED","recent"
"CLE","RIGHT",557,4.53321364452424,-0.090364833786666,0.37342908438061,0.0951526032315978,0.235188509874327,1238,1229,0.453213995117982,"STRONG","OBSERVED","recent"
"DAL","LEFT",468,5.05555555555555,0.0667663226047964,0.457264957264957,0.108974358974359,0.14957264957265,1235,1228,0.381107491856678,"STRONG","OBSERVED","recent"
"DAL","MIDDLE",325,3.65230769230769,-0.0460899294343715,0.455384615384615,0.0553846153846154,0.203076923076923,1235,1228,0.264657980456026,"STRONG","OBSERVED","recent"
"DAL","RIGHT",435,4.57701149425287,0.0141645115622188,0.44367816091954,0.0896551724137931,0.167816091954023,1235,1228,0.354234527687296,"STRONG","OBSERVED","recent"
"DEN","LEFT",416,4.28365384615385,-0.100835879586966,0.365384615384616,0.0889423076923077,0.204326923076923,1169,1152,0.361111111111111,"STRONG","OBSERVED","recent"
"DEN","MIDDLE",294,4.19047619047619,-0.0215174590179003,0.438775510204082,0.0510204081632653,0.197278911564626,1169,1152,0.255208333333333,"STRONG","OBSERVED","recent"
"DEN","RIGHT",442,4.15837104072398,-0.0989088629338878,0.361990950226244,0.0520361990950226,0.19683257918552,1169,1152,0.383680555555556,"STRONG","OBSERVED","recent"
"DET","LEFT",422,4.53791469194313,-0.0332738420351209,0.379146919431279,0.0781990521327014,0.180094786729858,1094,1080,0.390740740740741,"STRONG","OBSERVED","recent"
"DET","MIDDLE",298,3.43959731543624,-0.0822085845358733,0.399328859060403,0.0369127516778524,0.164429530201342,1094,1080,0.275925925925926,"STRONG","OBSERVED","recent"
"DET","RIGHT",360,4.14166666666667,-0.101918896442172,0.386111111111111,0.0638888888888889,0.166666666666667,1094,1080,0.333333333333333,"STRONG","OBSERVED","recent"
"GB","LEFT",448,4.40848214285714,-0.0102520400041285,0.415178571428572,0.0892857142857143,0.183035714285714,1263,1246,0.359550561797753,"STRONG","OBSERVED","recent"
"GB","MIDDLE",342,3.65497076023392,-0.0627714295078698,0.429824561403509,0.0584795321637427,0.184210526315789,1263,1246,0.274478330658106,"STRONG","OBSERVED","recent"
"GB","RIGHT",456,4.20394736842105,-0.0903932744812982,0.412280701754386,0.081140350877193,0.182017543859649,1263,1246,0.365971107544141,"STRONG","OBSERVED","recent"
"HOU","LEFT",429,3.3962703962704,-0.167562985255171,0.34965034965035,0.0512820512820513,0.195804195804196,1196,1178,0.364176570458404,"STRONG","OBSERVED","recent"
"HOU","MIDDLE",347,3.61671469740634,-0.118080453628733,0.365994236311239,0.0432276657060519,0.213256484149856,1196,1178,0.294567062818336,"STRONG","OBSERVED","recent"
"HOU","RIGHT",402,4.06467661691542,-0.0661702682055718,0.390547263681592,0.0845771144278607,0.213930348258706,1196,1178,0.34125636672326,"STRONG","OBSERVED","recent"
"IND","LEFT",463,3.68682505399568,-0.133754375319386,0.367170626349892,0.0669546436285097,0.228941684665227,1372,1361,0.340191036002939,"STRONG","OBSERVED","recent"
"IND","MIDDLE",442,4.02036199095023,-0.0277549162436987,0.447963800904977,0.0656108597285068,0.165158371040724,1372,1361,0.324761204996326,"STRONG","OBSERVED","recent"
"IND","RIGHT",456,4.34868421052632,-0.0740147761380371,0.394736842105263,0.0657894736842105,0.197368421052632,1372,1361,0.335047759000735,"STRONG","OBSERVED","recent"
"JAX","LEFT",352,4.42045454545454,-0.0264183406390377,0.428977272727273,0.0852272727272727,0.178977272727273,1139,1130,0.311504424778761,"STRONG","OBSERVED","recent"
"JAX","MIDDLE",431,3.77494199535963,-0.0239798846984874,0.412993039443155,0.0417633410672854,0.1415313225058,1139,1130,0.38141592920354,"STRONG","OBSERVED","recent"
"JAX","RIGHT",347,4.23631123919308,-0.0626645097595239,0.314121037463977,0.0922190201729107,0.219020172910663,1139,1130,0.307079646017699,"STRONG","OBSERVED","recent"
"KC","LEFT",427,4.11709601873536,-0.0914998102606902,0.370023419203747,0.0608899297423888,0.180327868852459,1145,1130,0.37787610619469,"STRONG","OBSERVED","recent"
"KC","MIDDLE",256,3.72265625,-0.0150113369315325,0.4609375,0.046875,0.15625,1145,1130,0.226548672566372,"STRONG","OBSERVED","recent"
"KC","RIGHT",447,4.14541387024608,-0.0481058830755917,0.393736017897092,0.0514541387024608,0.158836689038031,1145,1130,0.395575221238938,"STRONG","OBSERVED","recent"
"LAC","LEFT",407,4.5970515970516,-0.06723204764847,0.390663390663391,0.0810810810810811,0.189189189189189,1166,1155,0.352380952380952,"STRONG","OBSERVED","recent"
"LAC","MIDDLE",329,3.57750759878419,-0.165131684409099,0.419452887537994,0.0486322188449848,0.167173252279635,1166,1155,0.284848484848485,"STRONG","OBSERVED","recent"
"LAC","RIGHT",419,4.50119331742243,-0.0292045011328677,0.400954653937947,0.0763723150357995,0.176610978520286,1166,1155,0.362770562770563,"STRONG","OBSERVED","recent"
"LAR","LEFT",418,4.57894736842105,-0.0190147093690472,0.423444976076555,0.0741626794258373,0.150717703349282,1224,1211,0.345169281585467,"STRONG","OBSERVED","recent"
"LAR","MIDDLE",380,3.48157894736842,-0.0390884919895567,0.392105263157895,0.0236842105263158,0.123684210526316,1224,1211,0.313790255986788,"STRONG","OBSERVED","recent"
"LAR","RIGHT",413,4.73607748184019,-0.0443698038134112,0.382566585956416,0.0774818401937046,0.14043583535109,1224,1211,0.341040462427746,"STRONG","OBSERVED","recent"
"LV","LEFT",524,4.20801526717557,-0.0833997698957737,0.396946564885496,0.0782442748091603,0.188931297709924,1288,1274,0.411302982731554,"STRONG","OBSERVED","recent"
"LV","MIDDLE",392,4.11224489795918,-0.0526437778364724,0.418367346938775,0.0561224489795918,0.170918367346939,1288,1274,0.307692307692308,"STRONG","OBSERVED","recent"
"LV","RIGHT",358,4.27653631284916,-0.0487002008931102,0.416201117318436,0.0670391061452514,0.20391061452514,1288,1274,0.281004709576138,"STRONG","OBSERVED","recent"
"MIA","LEFT",385,4.46753246753247,-0.0582178125645891,0.392207792207792,0.0857142857142857,0.192207792207792,1182,1166,0.330188679245283,"STRONG","OBSERVED","recent"
"MIA","MIDDLE",350,3.74571428571429,-0.0186750977226988,0.442857142857143,0.0542857142857143,0.148571428571429,1182,1166,0.300171526586621,"STRONG","OBSERVED","recent"
"MIA","RIGHT",431,4.43851508120649,-0.0687542617324942,0.382830626450116,0.0812064965197216,0.167053364269142,1182,1166,0.369639794168096,"STRONG","OBSERVED","recent"
"MIN","LEFT",468,4.03846153846154,-0.155318202647317,0.373931623931624,0.061965811965812,0.14957264957265,1257,1247,0.375300721732157,"STRONG","OBSERVED","recent"
"MIN","MIDDLE",325,3.34461538461538,-0.0300054500087683,0.424615384615385,0.0276923076923077,0.187692307692308,1257,1247,0.260625501202887,"STRONG","OBSERVED","recent"
"MIN","RIGHT",454,4.15638766519824,-0.0487594470966683,0.42511013215859,0.0770925110132159,0.200440528634361,1257,1247,0.364073777064956,"STRONG","OBSERVED","recent"
"NE","LEFT",476,4.48949579831933,-0.063736504763002,0.386554621848739,0.0861344537815126,0.199579831932773,1269,1249,0.381104883907126,"STRONG","OBSERVED","recent"
